school,degree_category,program_category,year,count
Harvard University,Master,Biostatistics,2016,36
Harvard University,Master,Statistics,2016,35
Purdue University,Master,Statistics,2016,34
"University of California, Berkeley",Master,Statistics,2016,34
University of Connecticut,Master,Statistics,2016,34
University of Delaware,Master,Statistics,2016,34
University of Pennsylvania,Master,Statistics,2016,33
University of Virginia,Master,Statistics,2016,33
West Chester University,Master,Statistics,2016,33
San Diego State University,Master,Statistics,2016,32
University of Michigan,Master,Biostatistics,2016,32
Rochester Institute of Technology,Master,Statistics,2016,31
"University of California, Santa Barbara",Master,Statistics,2016,31
"Baruch College, City University of New York",Master,Statistics,2016,29
Duke University,Master,Statistics,2016,29
Southern Methodist University,Master,Statistics,2016,29
"University of California, Irvine",Master,Statistics,2016,29
West Virginia University,Master,Statistics,2016,27
Carnegie Mellon University,Master,Statistics,2016,26
Kennesaw State University,Master,Statistics,2016,26
Fordham University,Master,Statistics,2016,25
University of Minnesota,Master,Statistics,2016,25
University of North Carolina at Chapel Hill,Master,Statistics,2016,25
Georgetown University,Master,Biostatistics,2016,24
University of Georgia,Master,Statistics,2016,24
University of North Carolina at Chapel Hill,Master,Biostatistics,2016,24
University of Wisconsin-Madison,Doctorate,Statistics,2016,24
Villanova University,Master,Statistics,2016,24
Emory University,Master,Biostatistics,2016,23
Western Michigan University,Master,Statistics,2016,23
Arizona State University,Master,Statistics,2016,22
"California State University, Long Beach",Master,Statistics,2016,22
Loyola University Chicago,Master,Statistics,2016,22
University of Central Florida,Master,Statistics,2016,22
University of Washington,Master,Statistics,2016,22
Indiana University,Master,Statistics,2016,21
Washington University in St. Louis,Master,Biostatistics,2016,21
DePaul University,Master,Statistics,2016,20
Iowa State University,Master,Statistics,2016,20
North Carolina State University,Doctorate,Statistics,2016,20
Ohio State University,Master,Statistics,2016,20
University of Akron,Master,Statistics,2016,20
Georgia Institute of Technology,Master,Statistics,2016,19
University of Texas at Austin,Master,Statistics,2016,19
Drexel University,Master,Biostatistics,2016,18
"University of California, Los Angeles",Master,Statistics,2016,18
University of North Texas Health Science Center,Master,Biostatistics,2016,18
Bowling Green State University,Master,Statistics,2016,17
George Mason University,Master,Statistics,2016,17
Oregon State University,Master,Statistics,2016,17
Rutgers University,Master,Biostatistics,2016,17
San Jose State University,Master,Statistics,2016,17
"University at Buffalo, State University of New York",Master,Biostatistics,2016,17
University of Maryland,Master,Statistics,2016,17
University of Pittsburgh,Master,Biostatistics,2016,17
University of Texas at Dallas,Master,Statistics,2016,17
Virginia Tech,Master,Statistics,2016,17
Brown University,Master,Biostatistics,2016,16
Grand Valley State University,Master,Biostatistics,2016,16
University of Idaho,Master,Statistics,2016,16
University of North Carolina at Chapel Hill,Doctorate,Biostatistics,2016,16
Duke University,Master,Biostatistics,2016,15
Johns Hopkins University,Doctorate,Biostatistics,2016,15
University of Iowa,Master,Statistics,2016,15
University of Texas Health Science Center at Houston,Master,Biostatistics,2016,15
University of Texas Health Science Center at Houston,Doctorate,Biostatistics,2016,15
Brigham Young University,Master,Statistics,2016,14
Pennsylvania State University,Doctorate,Statistics,2016,14
University of North Carolina at Chapel Hill,Doctorate,Statistics,2016,14
Yale University,Master,Statistics,2016,14
New Jersey Institute of Technology,Master,Statistics,2016,13
"University of California, San Diego",Master,Statistics,2016,13
University of Cincinnati,Master,Biostatistics,2016,13
University of New Mexico,Master,Statistics,2016,13
University of Southern California,Master,Biostatistics,2016,13
Northern Illinois University,Master,Statistics,2016,12
Ohio State University,Doctorate,Statistics,2016,12
"University of California, Los Angeles",Doctorate,Statistics,2016,12
University of Kentucky,Master,Statistics,2016,12
University of Tennessee Knoxville,Master,Statistics,2016,12
University of Texas at San Antonio,Master,Statistics,2016,12
University of Washington,Master,Biostatistics,2016,12
American University,Master,Statistics,2016,11
Boston University,Master,Statistics,2016,11
Colorado State University,Doctorate,Statistics,2016,11
George Washington University,Master,Biostatistics,2016,11
Temple University,Doctorate,Statistics,2016,11
Texas Tech University,Master,Statistics,2016,11
University of Alabama,Master,Statistics,2016,11
University of Michigan,Doctorate,Statistics,2016,11
University of Michigan,Doctorate,Biostatistics,2016,11
University of Nebraska-Lincoln,Master,Statistics,2016,11
University of Washington,Doctorate,Biostatistics,2016,11
Auburn University,Master,Statistics,2016,10
Temple University,Master,Statistics,2016,10
"University at Albany, State University of New York",Master,Statistics,2016,10
University of Cincinnati,Master,Statistics,2016,10
University of Minnesota,Master,Biostatistics,2016,10
Virginia Tech,Doctorate,Statistics,2016,10
Florida State University,Doctorate,Statistics,2016,9
Harvard University,Doctorate,Biostatistics,2016,9
"Hunter College, City University of New York",Master,Statistics,2016,9
Iowa State University,Doctorate,Statistics,2016,9
Lehigh University,Master,Statistics,2016,9
North Dakota State University,Master,Statistics,2016,9
Northern Arizona University,Master,Statistics,2016,9
Pennsylvania State University,Master,Statistics,2016,9
Stanford University,Doctorate,Statistics,2016,9
Tulane University,Master,Biostatistics,2016,9
"University of California, Berkeley",Master,Biostatistics,2016,9
"University of California, Davis",Master,Biostatistics,2016,9
University of Georgia,Doctorate,Statistics,2016,9
University of South Carolina,Master,Statistics,2016,9
University of Southern California,Master,Statistics,2016,9
Ball State University,Master,Statistics,2016,8
"California State University, East Bay",Master,Biostatistics,2016,8
Carnegie Mellon University,Doctorate,Statistics,2016,8
Colorado State University,Master,Statistics,2016,8
Duke University,Doctorate,Statistics,2016,8
Harvard University,Doctorate,Statistics,2016,8
Michigan State University,Doctorate,Statistics,2016,8
Montclair State University,Master,Statistics,2016,8
New Jersey Institute of Technology,Master,Biostatistics,2016,8
Purdue University,Doctorate,Statistics,2016,8
Rice University,Doctorate,Statistics,2016,8
University of Arizona,Master,Statistics,2016,8
University of Arkansas,Master,Statistics,2016,8
"University of California, Los Angeles",Master,Biostatistics,2016,8
University of Colorado Denver,Master,Biostatistics,2016,8
University of Florida,Master,Biostatistics,2016,8
University of Houston,Master,Statistics,2016,8
University of Minnesota,Doctorate,Biostatistics,2016,8
University of Missouri-Kansas City,Master,Biostatistics,2016,8
University of Texas at El Paso,Master,Statistics,2016,8
University of Utah,Master,Biostatistics,2016,8
Washington State University,Master,Statistics,2016,8
Wright State University,Master,Statistics,2016,8
Loma Linda University,Master,Biostatistics,2016,7
Michigan State University,Master,Statistics,2016,7
"University at Buffalo, State University of New York",Doctorate,Biostatistics,2016,7
"University of California, Riverside",Master,Statistics,2016,7
"University of California, Santa Barbara",Doctorate,Statistics,2016,7
University of Chicago,Doctorate,Statistics,2016,7
University of Connecticut,Doctorate,Statistics,2016,7
University of Florida,Doctorate,Statistics,2016,7
University of Florida,Doctorate,Biostatistics,2016,7
University of Iowa,Doctorate,Biostatistics,2016,7
"University of Maryland, Baltimore County",Doctorate,Statistics,2016,7
University of Oklahoma,Master,Biostatistics,2016,7
University of Rochester,Master,Statistics,2016,7
University of Southern California,Doctorate,Biostatistics,2016,7
University of Texas Southwestern Medical Center,Master,Biostatistics,2016,7
Utah State University,Master,Statistics,2016,7
California State University-Fullerton,Master,Statistics,2016,6
Columbia University,Doctorate,Statistics,2016,6
Louisiana State University,Master,Statistics,2016,6
Minnesota State University-Mankato,Master,Statistics,2016,6
Portland State University,Master,Statistics,2016,6
Sam Houston State University,Master,Statistics,2016,6
South Dakota State University,Master,Statistics,2016,6
"University of California, Berkeley",Doctorate,Biostatistics,2016,6
University of Kentucky,Doctorate,Statistics,2016,6
University of Missouri,Doctorate,Statistics,2016,6
University of Pennsylvania,Doctorate,Statistics,2016,6
University of Pennsylvania,Doctorate,Biostatistics,2016,6
University of South Florida,Master,Statistics,2016,6
University of Washington,Doctorate,Statistics,2016,6
Virginia Commonwealth University,Doctorate,Biostatistics,2016,6
Western Michigan University,Doctorate,Statistics,2016,6
Baylor University,Doctorate,Statistics,2016,5
Boston University,Doctorate,Biostatistics,2016,5
Cornell University,Doctorate,Statistics,2016,5
Eastern Michigan University,Master,Statistics,2016,5
Emory University,Doctorate,Biostatistics,2016,5
Florida International University,Master,Statistics,2016,5
Florida State University,Master,Biostatistics,2016,5
George Washington University,Doctorate,Statistics,2016,5
Louisiana State University,Master,Biostatistics,2016,5
Mississippi State University,Master,Statistics,2016,5
Oakland University,Master,Statistics,2016,5
Oklahoma State University,Master,Statistics,2016,5
Rutgers University,Doctorate,Statistics,2016,5
Saint Cloud State University,Master,Statistics,2016,5
Southern Methodist University,Doctorate,Statistics,2016,5
Stephen F Austin State University,Master,Statistics,2016,5
Syracuse University,Master,Statistics,2016,5
"University of California, Berkeley",Doctorate,Statistics,2016,5
"University of California, Los Angeles",Doctorate,Biostatistics,2016,5
"University of California, Riverside",Doctorate,Statistics,2016,5
University of Louisville,Master,Biostatistics,2016,5
University of Maine,Master,Statistics,2016,5
University of Minnesota,Doctorate,Statistics,2016,5
University of Nebraska-Lincoln,Doctorate,Statistics,2016,5
University of Pittsburgh,Doctorate,Statistics,2016,5
University of Pittsburgh,Doctorate,Biostatistics,2016,5
University of South Carolina,Doctorate,Statistics,2016,5
University of Southern Maine,Master,Statistics,2016,5
University of Texas at Dallas,Doctorate,Statistics,2016,5
University of Wyoming,Master,Statistics,2016,5
Worcester Polytechnic Institute,Master,Statistics,2016,5
Bowling Green State University,Doctorate,Statistics,2016,4
George Mason University,Doctorate,Statistics,2016,4
Johns Hopkins University,Master,Biostatistics,2016,4
Kansas State University,Master,Statistics,2016,4
Miami University,Master,Statistics,2016,4
Michigan State University,Master,Biostatistics,2016,4
National University,Master,Statistics,2016,4
Northwestern University,Master,Statistics,2016,4
Oregon Health & Science University,Master,Biostatistics,2016,4
Texas A&M University,Doctorate,Statistics,2016,4
University of Alabama at Birmingham,Master,Biostatistics,2016,4
University of Alabama at Birmingham,Doctorate,Biostatistics,2016,4
University of Arizona,Master,Biostatistics,2016,4
"University of California, Davis",Doctorate,Biostatistics,2016,4
University of Florida,Master,Statistics,2016,4
University of Kansas,Master,Biostatistics,2016,4
University of Louisville,Doctorate,Biostatistics,2016,4
"University of Maryland, Baltimore County",Master,Statistics,2016,4
University of Pennsylvania,Master,Biostatistics,2016,4
University of Pittsburgh,Master,Statistics,2016,4
University of Rochester,Doctorate,Statistics,2016,4
University of Vermont,Master,Statistics,2016,4
University of Virginia,Doctorate,Statistics,2016,4
Washington University in St. Louis,Master,Statistics,2016,4
